trait_pair	chr	region	start	end	n_snps	eigen_cut	h2_trait1	h2_trait2	local_covariance	local_rg	rg_lower	rg_upper	p	AMD	POAG	RE	bivariate_interpretable	pair_fdr	global_fdr	direction	warning
AMD-POAG	2	166	182308352	183351622	352	0.99	0.0005013650870035	2.45200157472754e-05	-0.000110875965964	-1.0	-1.0	1.0	0.296593854254168	0.0438026916837916	0.861359822895871	0.999999288222632	False			NEGATIVE_LOCAL_SHARING	local_rg_not_estimable
AMD-RE	2	166	182308352	183351622	352	0.99	0.0005013650870035	0.0						0.0438026916837916	0.861359822895871	0.999999288222632	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	2	166	182308352	183351622	352	0.99	2.45200157472754e-05	0.0						0.0438026916837916	0.861359822895871	0.999999288222632	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	2	167	183352830	184143715	290	0.99	0.0001917806910936	0.0						0.0	0.0	0.999999730973442	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	2	167	183352830	184143715	290	0.99	0.0001917806910936	0.0						0.0	0.0	0.999999730973442	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	2	167	183352830	184143715	290	0.99	0.0	0.0						0.0	0.0	0.999999730973442	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	2	168	184159036	184863746	195	0.99	0.0007748959055222	0.0						0.019045869746826	0.999999670511103	0.999999534032333	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	2	168	184159036	184863746	195	0.99	0.0007748959055222	0.0						0.019045869746826	0.999999670511103	0.999999534032333	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	2	168	184159036	184863746	195	0.99	0.0	0.0						0.019045869746826	0.999999670511103	0.999999534032333	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	2	169	184868938	186240504	378	0.99	7.40339337325144e-05	0.0						0.66061284945099	0.999999534032333	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	2	169	184868938	186240504	378	0.99	7.40339337325144e-05	0.0						0.66061284945099	0.999999534032333	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	2	169	184868938	186240504	378	0.99	0.0	0.0						0.66061284945099	0.999999534032333	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	2	170	186249405	187496919	334	0.99	0.0002146585449332	0.0						0.421818282252179	0.999998628228333	0.786627156153439	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	2	170	186249405	187496919	334	0.99	0.0002146585449332	3.21290087459547e-06	1.11085688394217e-05	0.422942294229423	-1.0	1.0	0.802354521538645	0.421818282252179	0.999998628228333	0.786627156153439	False			POSITIVE_LOCAL_SHARING	local_rg_not_estimable
POAG-RE	2	170	186249405	187496919	334	0.99	0.0	3.21290087459547e-06						0.421818282252179	0.999998628228333	0.786627156153439	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	2	171	187498107	188893936	349	0.99	5.84415876875955e-05	0.0002339593186494	-4.08908208899061e-05	-0.34973497349735	-1.0	1.0	0.732886262443175	0.744126536210731	0.0580708346649754	0.999999341022206	False			NEGATIVE_LOCAL_SHARING	local_rg_not_estimable
AMD-RE	2	171	187498107	188893936	349	0.99	5.84415876875955e-05	0.0						0.744126536210731	0.0580708346649754	0.999999341022206	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	2	171	187498107	188893936	349	0.99	0.0002339593186494	0.0						0.744126536210731	0.0580708346649754	0.999999341022206	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	2	172	188896397	189882065	228	0.99	0.0001730269436926	0.0001339027226962	-0.000117094325236	-0.769376937693769	-1.0	1.0	0.537613798574376	0.0	0.0	0.0	True	0.8115989108952729	0.8364663092061538	NEGATIVE_LOCAL_SHARING	
AMD-RE	2	172	188896397	189882065	228	0.99	0.0001730269436926	0.0						0.0	0.0	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	2	172	188896397	189882065	228	0.99	0.0001339027226962	0.0						0.0	0.0	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	2	173	189882720	191048278	271	0.99	0.0001585757933745	0.000207464915578	-0.000181380576648	-1.0	-1.0	0.0395039503950395	0.055950608985015	0.304966566964587	0.0795386740022353	0.999999534032333	False			NEGATIVE_LOCAL_SHARING	local_rg_not_estimable
AMD-RE	2	173	189882720	191048278	271	0.99	0.0001585757933745	0.0						0.304966566964587	0.0795386740022353	0.999999534032333	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	2	173	189882720	191048278	271	0.99	0.000207464915578	0.0						0.304966566964587	0.0795386740022353	0.999999534032333	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	2	174	191051980	193031842	643	0.99	0.0	0.0						0.999999619538993	0.999999149263327	0.999999149263327	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	2	174	191051980	193031842	643	0.99	0.0	0.0						0.999999619538993	0.999999149263327	0.999999149263327	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	2	174	191051980	193031842	643	0.99	0.0	0.0						0.999999619538993	0.999999149263327	0.999999149263327	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	2	175	193035023	195299325	357	0.99	0.0	0.0						0.999999730973442	0.999999619538993	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	2	175	193035023	195299325	357	0.99	0.0	0.0						0.999999730973442	0.999999619538993	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	2	175	193035023	195299325	357	0.99	0.0	0.0						0.999999730973442	0.999999619538993	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	2	176	195300730	196442418	292	0.99	0.0001140397336002	0.0						0.664093600459577	0.999999730973442	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	2	176	195300730	196442418	292	0.99	0.0001140397336002	0.0						0.664093600459577	0.999999730973442	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	2	176	195300730	196442418	292	0.99	0.0	0.0						0.664093600459577	0.999999730973442	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	2	177	196448961	198139103	540	0.99	0.0	0.0						0.0	0.0	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	2	177	196448961	198139103	540	0.99	0.0	0.0						0.0	0.0	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	2	177	196448961	198139103	540	0.99	0.0	0.0						0.0	0.0	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	2	178	198142210	199646763	445	0.99	7.74291080164349e-05	0.0						0.648841874336671	0.0	0.999999534032333	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	2	178	198142210	199646763	445	0.99	7.74291080164349e-05	0.0						0.648841874336671	0.0	0.999999534032333	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	2	178	198142210	199646763	445	0.99	0.0	0.0						0.648841874336671	0.0	0.999999534032333	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	2	179	199666111	201323885	427	0.99	0.0	0.0001139931022574						0.0	0.0	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	2	179	199666111	201323885	427	0.99	0.0	0.0						0.0	0.0	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	2	179	199666111	201323885	427	0.99	0.0001139931022574	0.0						0.0	0.0	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	2	180	201329124	202501448	424	0.99	0.000607327275511	8.61989632145541e-06	-7.23539781083032e-05	-1.0	-1.0	1.0	0.284494417833968	0.0	0.919711288721409	0.999999619538993	False			NEGATIVE_LOCAL_SHARING	local_rg_not_estimable
AMD-RE	2	180	201329124	202501448	424	0.99	0.000607327275511	0.0						0.0	0.919711288721409	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	2	180	201329124	202501448	424	0.99	8.61989632145541e-06	0.0						0.0	0.919711288721409	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	2	181	202509606	203636012	383	0.99	0.0	0.0001251359000042						0.0	0.359968205638628	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	2	181	202509606	203636012	383	0.99	0.0	0.0						0.0	0.359968205638628	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	2	181	202509606	203636012	383	0.99	0.0001251359000042	0.0						0.0	0.359968205638628	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	2	182	203639839	205036596	377	0.99	4.72682199101332e-06	0.0						0.976573466991507	0.999999461946885	0.999999341022206	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	2	182	203639839	205036596	377	0.99	4.72682199101332e-06	0.0						0.976573466991507	0.999999461946885	0.999999341022206	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	2	182	203639839	205036596	377	0.99	0.0	0.0						0.976573466991507	0.999999461946885	0.999999341022206	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	2	183	205041492	206814829	751	0.99	0.0	0.0002113956879638						0.0	0.254932566165934	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	2	183	205041492	206814829	751	0.99	0.0	0.0						0.0	0.254932566165934	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	2	183	205041492	206814829	751	0.99	0.0002113956879638	0.0						0.0	0.254932566165934	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	2	184	206821290	207726297	356	0.99	0.0006067939791126	0.0						0.0	0.0	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	2	184	206821290	207726297	356	0.99	0.0006067939791126	0.0						0.0	0.0	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	2	184	206821290	207726297	356	0.99	0.0	0.0						0.0	0.0	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	2	185	207732113	208671911	385	0.99	0.0	0.0						0.999999461946885	0.999999619538993	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	2	185	207732113	208671911	385	0.99	0.0	0.0						0.999999461946885	0.999999619538993	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	2	185	207732113	208671911	385	0.99	0.0	0.0						0.999999461946885	0.999999619538993	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	2	186	208684341	209936469	388	0.99	0.0	9.64961451243225e-05						0.999999534032333	0.375668409974447	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	2	186	208684341	209936469	388	0.99	0.0	0.0						0.999999534032333	0.375668409974447	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	2	186	208684341	209936469	388	0.99	9.64961451243225e-05	0.0						0.999999534032333	0.375668409974447	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	2	187	209942078	210825251	260	0.99	0.0002026045717982	1.40884350099476e-05	-5.34264105335316e-05	-1.0	-1.0	0.851185118511851	0.19237896316524	0.124400364831787	0.0	0.999999670511103	False			NEGATIVE_LOCAL_SHARING	local_rg_not_estimable
AMD-RE	2	187	209942078	210825251	260	0.99	0.0002026045717982	0.0						0.124400364831787	0.0	0.999999670511103	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	2	187	209942078	210825251	260	0.99	1.40884350099476e-05	0.0						0.124400364831787	0.0	0.999999670511103	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	2	188	210845934	212508093	663	0.99	6.34780531452842e-05	0.0						0.83933015744498	0.999998682044413	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	2	188	210845934	212508093	663	0.99	6.34780531452842e-05	0.0						0.83933015744498	0.999998682044413	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	2	188	210845934	212508093	663	0.99	0.0	0.0						0.83933015744498	0.999998682044413	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	2	189	212521325	213194322	305	0.99	0.0	0.0001284310834994						0.999999461946885	0.597529817450865	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	2	189	212521325	213194322	305	0.99	0.0	0.0						0.999999461946885	0.597529817450865	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	2	189	212521325	213194322	305	0.99	0.0001284310834994	0.0						0.999999461946885	0.597529817450865	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	2	190	213194405	214040425	360	0.99	0.0	0.0002185503538605						0.0	0.343661427167113	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	2	190	213194405	214040425	360	0.99	0.0	0.0						0.0	0.343661427167113	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	2	190	213194405	214040425	360	0.99	0.0002185503538605	0.0						0.0	0.343661427167113	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	2	191	214047628	215001226	261	0.99	0.0	0.0						0.999997916129245	0.999999809769497	0.999999670511103	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	2	191	214047628	215001226	261	0.99	0.0	0.0						0.999997916129245	0.999999809769497	0.999999670511103	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	2	191	214047628	215001226	261	0.99	0.0	0.0						0.999997916129245	0.999999809769497	0.999999670511103	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	2	192	215009358	215893773	342	0.99	0.000133937535821	0.0						0.281094063508691	0.999998993394793	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	2	192	215009358	215893773	342	0.99	0.000133937535821	0.0						0.281094063508691	0.999998993394793	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	2	192	215009358	215893773	342	0.99	0.0	0.0						0.281094063508691	0.999998993394793	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	2	193	215900087	217563445	696	0.99	0.0001196189303239	7.5489313383505e-05	-9.50260538895925e-05	-1.0	-1.0	0.669166916691669	0.158408762682208	0.0	0.649304975004506	0.0	False			NEGATIVE_LOCAL_SHARING	local_rg_not_estimable
AMD-RE	2	193	215900087	217563445	696	0.99	0.0001196189303239	0.0						0.0	0.649304975004506	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	2	193	215900087	217563445	696	0.99	7.5489313383505e-05	0.0						0.0	0.649304975004506	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	2	194	217567718	218392555	370	0.99	0.0003942223686388	0.0001667396508603	-6.75033258634372e-06	-0.0263026302630263	-1.0	1.0	0.967860189565624	0.179053041039366	0.223874182345179	0.974167099585837	False			NEGATIVE_LOCAL_SHARING	local_rg_not_estimable
AMD-RE	2	194	217567718	218392555	370	0.99	0.0003942223686388	6.90228322908181e-07	1.64955583221215e-05	1.0	-1.0	1.0	0.743476981001945	0.179053041039366	0.223874182345179	0.974167099585837	False			POSITIVE_LOCAL_SHARING	local_rg_not_estimable
POAG-RE	2	194	217567718	218392555	370	0.99	0.0001667396508603	6.90228322908181e-07	1.0727927552684e-05	1.0	-1.0	1.0	0.567072453809604	0.179053041039366	0.223874182345179	0.974167099585837	False			POSITIVE_LOCAL_SHARING	local_rg_not_estimable
AMD-POAG	2	195	218396778	219671598	469	0.99	0.0	0.0						0.0	0.0	0.999999341022206	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	2	195	218396778	219671598	469	0.99	0.0	0.0						0.0	0.0	0.999999341022206	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	2	195	218396778	219671598	469	0.99	0.0	0.0						0.0	0.0	0.999999341022206	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	2	196	219681601	220770159	380	0.99	0.0006168479490905	0.0001033348332258	-9.02923541721432e-06	-0.0357035703570357	-1.0	1.0	0.963296954393392	0.0455185727214326	0.0	0.999999461946885	True	0.9910843665393553	0.9877875549288173	NEGATIVE_LOCAL_SHARING	
AMD-RE	2	196	219681601	220770159	380	0.99	0.0006168479490905	0.0						0.0455185727214326	0.0	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	2	196	219681601	220770159	380	0.99	0.0001033348332258	0.0						0.0455185727214326	0.0	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	2	197	220771575	221442745	347	0.99	0.0	0.0002259891493154						0.999999619538993	0.25899686164562	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	2	197	220771575	221442745	347	0.99	0.0	0.0						0.999999619538993	0.25899686164562	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	2	197	220771575	221442745	347	0.99	0.0002259891493154	0.0						0.999999619538993	0.25899686164562	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	2	198	221445218	222325598	372	0.99	0.0012354426389613	0.0						0.0169475411513652	0.0	0.999999341022206	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	2	198	221445218	222325598	372	0.99	0.0012354426389613	0.0						0.0169475411513652	0.0	0.999999341022206	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	2	198	221445218	222325598	372	0.99	0.0	0.0						0.0169475411513652	0.0	0.999999341022206	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	2	199	222330122	223353778	395	0.99	0.0	5.2588570399066e-06						0.999999341022206	0.0	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	2	199	222330122	223353778	395	0.99	0.0	0.0						0.999999341022206	0.0	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	2	199	222330122	223353778	395	0.99	5.2588570399066e-06	0.0						0.999999341022206	0.0	0.999999461946885	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	2	200	223354153	224121118	334	0.99	0.0003156019265625	0.0						0.0890715055313359	0.999998256508638	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	2	200	223354153	224121118	334	0.99	0.0003156019265625	0.0						0.0890715055313359	0.999998256508638	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	2	200	223354153	224121118	334	0.99	0.0	0.0						0.0890715055313359	0.999998256508638	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	2	201	224140247	224932899	261	0.99	3.29067239204725e-05	0.0						0.891943393520795	0.0	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	2	201	224140247	224932899	261	0.99	3.29067239204725e-05	0.0						0.891943393520795	0.0	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	2	201	224140247	224932899	261	0.99	0.0	0.0						0.891943393520795	0.0	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	2	202	224939748	226242049	531	0.99	0.0013443459409138	0.0						0.0019400213856212	0.0	0.999999341022206	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	2	202	224939748	226242049	531	0.99	0.0013443459409138	0.0						0.0019400213856212	0.0	0.999999341022206	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	2	202	224939748	226242049	531	0.99	0.0	0.0						0.0019400213856212	0.0	0.999999341022206	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	2	203	226243056	227557495	446	0.99	1.68937875703289e-05	0.0						0.945052671037926	0.999999534032333	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	2	203	226243056	227557495	446	0.99	1.68937875703289e-05	0.0						0.945052671037926	0.999999534032333	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	2	203	226243056	227557495	446	0.99	0.0	0.0						0.945052671037926	0.999999534032333	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	2	204	227558266	228812298	561	0.99	0.0023807857746787	0.0007949844243282	-0.0006145739088355	-0.446744674467447	-0.926192619261926	0.17031703170317	0.156133290213059	5.52022215646891e-05	0.0331975253018132	0.172317705404332	True	0.5790915852297339	0.6212779839620222	NEGATIVE_LOCAL_SHARING	
AMD-RE	2	204	227558266	228812298	561	0.99	0.0023807857746787	3.12197760694502e-05	-0.0002127021174159	-0.78017801780178	-1.0	-0.0157015701570157	0.0460145133443845	5.52022215646891e-05	0.0331975253018132	0.172317705404332	False			NEGATIVE_LOCAL_SHARING	local_rg_not_estimable
POAG-RE	2	204	227558266	228812298	561	0.99	0.0007949844243282	3.12197760694502e-05	-7.81026116212109e-05	-0.495749574957496	-1.0	0.512351235123512	0.340153830772918	5.52022215646891e-05	0.0331975253018132	0.172317705404332	False			NEGATIVE_LOCAL_SHARING	local_rg_not_estimable
AMD-POAG	2	205	228812878	229763919	309	0.99	4.06752489659445e-05	0.0						0.749908326484004	0.0	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	2	205	228812878	229763919	309	0.99	4.06752489659445e-05	0.0						0.749908326484004	0.0	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	2	205	228812878	229763919	309	0.99	0.0	0.0						0.749908326484004	0.0	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	2	206	229765702	230538161	379	0.99	0.0002501832057231	0.0						0.320373975914197	0.999999341022206	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	2	206	229765702	230538161	379	0.99	0.0002501832057231	0.0						0.320373975914197	0.999999341022206	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	2	206	229765702	230538161	379	0.99	0.0	0.0						0.320373975914197	0.999999341022206	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	2	207	230545220	231845762	578	0.99	0.0012026699433525	2.8665552916494e-05	-0.0001624674742625	-0.874987498749875	-1.0	1.0	0.483020087803943	0.0087896620621153	0.87137929778262	0.999999239077987	False			NEGATIVE_LOCAL_SHARING	local_rg_not_estimable
AMD-RE	2	207	230545220	231845762	578	0.99	0.0012026699433525	0.0						0.0087896620621153	0.87137929778262	0.999999239077987	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	2	207	230545220	231845762	578	0.99	2.8665552916494e-05	0.0						0.0087896620621153	0.87137929778262	0.999999239077987	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	2	208	231852394	233348647	472	0.99	0.0005649271083631	4.88990812104167e-06	-5.25589350632382e-05	-1.0	-1.0	1.0	0.480782920168691	0.142046018359785	0.0	0.999999149263327	False			NEGATIVE_LOCAL_SHARING	local_rg_not_estimable
AMD-RE	2	208	231852394	233348647	472	0.99	0.0005649271083631	0.0						0.142046018359785	0.0	0.999999149263327	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	2	208	231852394	233348647	472	0.99	4.88990812104167e-06	0.0						0.142046018359785	0.0	0.999999149263327	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	2	209	233360483	234114837	295	0.99	0.0001466544659233	0.0						0.0	0.0	0.0960333911013716	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	2	209	233360483	234114837	295	0.99	0.0001466544659233	0.0002340582853444	-0.0001852719429167	-1.0	-1.0	0.0115011501150117	0.0517619606365262	0.0	0.0	0.0960333911013716	False			NEGATIVE_LOCAL_SHARING	local_rg_not_estimable
POAG-RE	2	209	233360483	234114837	295	0.99	0.0	0.0002340582853444						0.0	0.0	0.0960333911013716	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	2	210	234115337	234945105	565	0.99	0.0	0.0						0.999999619538993	0.999999619538993	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	2	210	234115337	234945105	565	0.99	0.0	0.0						0.999999619538993	0.999999619538993	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	2	210	234115337	234945105	565	0.99	0.0	0.0						0.999999619538993	0.999999619538993	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	2	211	234945784	235625587	354	0.99	3.76919570952128e-06	0.0						0.988004134904371	0.0	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	2	211	234945784	235625587	354	0.99	3.76919570952128e-06	0.0						0.988004134904371	0.0	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	2	211	234945784	235625587	354	0.99	0.0	0.0						0.988004134904371	0.0	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	2	212	235626160	236275140	344	0.99	0.000280508699814	0.0						0.380384022609859	0.0	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	2	212	235626160	236275140	344	0.99	0.000280508699814	0.0						0.380384022609859	0.0	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	2	212	235626160	236275140	344	0.99	0.0	0.0						0.380384022609859	0.0	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	2	213	236279533	237183463	317	0.99	0.0	0.0						0.999999730973442	0.999999619538993	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	2	213	236279533	237183463	317	0.99	0.0	0.0						0.999999730973442	0.999999619538993	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
POAG-RE	2	213	236279533	237183463	317	0.99	0.0	0.0						0.999999730973442	0.999999619538993	0.0	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-POAG	2	214	237198025	238179023	378	0.99	0.0	0.0						0.999999107739849	0.999998431319084	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
AMD-RE	2	214	237198025	238179023	378	0.99	0.0	0.0						0.999999107739849	0.999998431319084	0.999999619538993	False			SIGNED_LOCAL_CORRELATION	local_rg_not_estimable
