trait	chr	region	start	end	n_snps	h2_local	se	p	likelihood_interval_lower	likelihood_interval_upper	warning	eligible_for_bivariate
POAG	14	35	56207914	57459136	735	0.0001274088263755		0.495961787475784				True
POAG	14	36	57462256	58447752	361	8.29036664835009e-05		0.674731702717112				True
POAG	14	37	58448681	59447241	441	0.0		0.999999461946885			nonpositive_local_h2	False
POAG	14	38	59447625	60098368	347	9.07120146339119e-05		0.0				True
POAG	14	39	60100967	61652619	342	0.0038943777933021		7.87138068433522e-07				True
POAG	14	40	61653468	62715790	430	0.0		0.999999461946885			nonpositive_local_h2	False
POAG	14	41	62718847	64032310	557	0.000113981044203		0.597818824827073				True
POAG	14	42	64044097	65229364	375	0.0		0.999999534032333			nonpositive_local_h2	False
POAG	14	43	65230059	66299595	399	0.0		0.0			nonpositive_local_h2	False
POAG	14	44	66300153	67890322	421	0.0		0.0			nonpositive_local_h2	False
POAG	14	45	67894029	68975374	373	0.0001506440351688		0.0				True
POAG	14	46	68976971	69793624	491	0.0		0.999999341022206			nonpositive_local_h2	False
POAG	14	47	69795199	71139626	549	3.29110901594951e-06		0.981282696793638				True
POAG	14	48	71142480	72662313	599	0.0002137660055397		0.210572152899129				True
POAG	14	49	72665431	73373206	390	0.0		0.999999149263327			nonpositive_local_h2	False
POAG	14	50	73375673	74241688	276	0.000155014897223		0.169629853760594				True
POAG	14	51	74248739	75699438	525	0.0004988610922649		0.0				True
POAG	14	52	75701221	76692843	420	0.0003933910806195		0.0				True
POAG	14	53	76694877	77424276	324	0.0		0.999998993394793			nonpositive_local_h2	False
POAG	14	54	77426525	78373092	496	0.0		0.999999619538993			nonpositive_local_h2	False
POAG	14	55	78374327	79198368	459	0.000120499046443		0.335767931131755				True
POAG	14	56	79202326	80999842	670	8.32231579490139e-05		0.683244953091003				True
POAG	14	57	81002263	82522739	585	0.0002224021659519		0.303838120060295				True
POAG	14	58	82533415	84085606	572	0.0002306254989402		0.0				True
POAG	14	59	84094388	85562683	534	0.0		0.999999239077987			nonpositive_local_h2	False
POAG	14	60	85563760	86651078	454	0.0003658297581223		0.0				True
POAG	14	61	86658674	87347122	292	0.0		0.999999534032333			nonpositive_local_h2	False
POAG	14	62	87357329	88206607	212	3.19822202039942e-06		0.979392592031981				True
POAG	14	63	88212948	89477403	528	2.12512234303118e-05		0.888491525447969				True
POAG	14	64	89484373	90660139	492	0.0		0.0			nonpositive_local_h2	False
POAG	14	65	90671138	92098144	514	0.0003031675046758		0.0882280611047367				True
POAG	14	66	92102759	93384453	618	0.0		0.999999068064667			nonpositive_local_h2	False
POAG	14	67	93388106	94892219	716	0.0		0.0			nonpositive_local_h2	False
POAG	14	68	94892344	95946375	752	0.0		0.0			nonpositive_local_h2	False
POAG	14	69	95949056	97174247	665	0.000127313605909		0.54352755442888				True
POAG	14	70	97176603	98267909	431	0.0		0.0			nonpositive_local_h2	False
POAG	14	71	98273349	98883853	313	0.0		0.999999341022206			nonpositive_local_h2	False
POAG	14	72	98886128	99474228	321	0.0		0.999999619538993			nonpositive_local_h2	False
POAG	14	73	99475374	100781877	532	6.88332324897583e-05		0.737225228535365				True
POAG	14	74	100787564	101999598	500	0.0		0.999999068064667			nonpositive_local_h2	False
POAG	14	75	102005523	103617118	424	0.0		0.0			nonpositive_local_h2	False
POAG	14	76	103617809	104436931	271	1.42142919921796e-05		0.820262362245819				True
POAG	14	77	104448221	105090350	200	5.57264359611859e-06		0.960227578756997				True
POAG	14	78	105100021	106199579	228	0.0		0.0			nonpositive_local_h2	False
POAG	14	79	106926025	107287663	59	0.0		0.999999865486721			nonpositive_local_h2	False
POAG	15	1	22799945	24098594	299	0.0		0.999999149263327			nonpositive_local_h2	False
POAG	15	2	24104152	24526247	143	0.0		0.0			nonpositive_local_h2	False
POAG	15	3	24547421	25380656	239	1.6575726845056e-05		0.0				True
POAG	15	4	25385630	26391165	478	0.0		0.999999239077987			nonpositive_local_h2	False
POAG	15	5	26393202	27544861	488	0.0		0.99999885861698			nonpositive_local_h2	False
POAG	15	6	27566453	29050198	347	0.0		0.999999619538993			nonpositive_local_h2	False
POAG	15	7	29220980	30369914	478	0.0		0.999999619538993			nonpositive_local_h2	False
POAG	15	8	30950529	32176304	459	0.0001903520464375		0.301812834265489				True
POAG	15	9	32185610	33484228	485	0.0		0.999999461946885			nonpositive_local_h2	False
POAG	15	10	33491163	34407467	572	0.0		0.999995937788061			nonpositive_local_h2	False
POAG	15	11	34416394	35117508	242	0.0003075697355097		0.0				True
POAG	15	12	35119748	36575790	579	0.0002232369938534		0.0				True
POAG	15	13	36587959	37962429	634	0.0		0.999999239077987			nonpositive_local_h2	False
POAG	15	14	37962946	39237995	577	1.01689977591411e-05		0.957189946905959				True
POAG	15	15	39238863	40598941	596	0.0		0.999999068064667			nonpositive_local_h2	False
POAG	15	16	40604862	42332616	536	0.0		0.999999149263327			nonpositive_local_h2	False
POAG	15	17	42332749	44959132	558	0.000122652358612		0.0				True
POAG	15	18	44988610	46022639	309	0.0001205154088799		0.0				True
POAG	15	19	46024351	46880795	339	0.0		0.999999619538993			nonpositive_local_h2	False
POAG	15	20	46886109	47690723	291	0.0		0.999999730973442			nonpositive_local_h2	False
POAG	15	21	47695113	49257201	571	0.0		0.0			nonpositive_local_h2	False
POAG	15	22	49260601	50195344	244	0.0		0.0			nonpositive_local_h2	False
POAG	15	23	50196943	51594972	548	4.52171996763771e-05		0.711397853185403				True
POAG	15	24	51606710	53262935	601	0.0001525859483592		0.0				True
POAG	15	25	53264922	54329978	561	2.72666065480346e-06		0.98573382524832				True
POAG	15	26	54340070	55136506	380	0.0		0.999999341022206			nonpositive_local_h2	False
POAG	15	27	55136755	56321854	462	0.0		0.999999239077987			nonpositive_local_h2	False
POAG	15	28	56323052	57635719	359	0.0005923779036832		1.00671551307161e-06				True
POAG	15	29	57644267	58710627	680	0.0		0.0			nonpositive_local_h2	False
POAG	15	30	58712965	59898307	487	0.0		0.999997749162331			nonpositive_local_h2	False
POAG	15	31	59919844	61130045	546	4.90317947965925e-05		0.0				True
POAG	15	32	61130639	62102570	578	0.0004286755444868		0.0				True
POAG	15	33	62106862	63218537	508	0.0002143291176261		0.0798681816357485				True
POAG	15	34	63219090	64339939	432	0.0001629496506781		0.302197673661429				True
POAG	15	35	64348858	66348389	491	8.05075431339953e-05		0.4687807522442				True
POAG	15	36	66358474	67394384	550	0.0		0.0			nonpositive_local_h2	False
POAG	15	37	67399084	69086564	646	9.23474103389261e-05		0.651993164101536				True
POAG	15	38	69094581	70767939	588	0.0003254056510734		0.162577518213818				True
POAG	15	39	70768152	72041639	543	0.0002796135488637		0.0				True
POAG	15	40	72060049	73370467	263	0.0		0.0			nonpositive_local_h2	False
POAG	15	41	73375847	74458024	335	0.0011420320203332		0.0				True
POAG	15	42	74460875	76398206	464	0.0		0.999999461946885			nonpositive_local_h2	False
POAG	15	43	76403787	77891940	407	6.88420637681074e-05		0.496085165967028				True
POAG	15	44	77897197	78510819	214	0.0		0.999999619538993			nonpositive_local_h2	False
POAG	15	45	78520204	79292521	279	4.08176702352812e-05		0.720621814876674				True
POAG	15	46	79293526	79994582	392	0.0		0.999999341022206			nonpositive_local_h2	False
POAG	15	47	79999217	81075935	503	9.95302693260365e-05		0.617444806306672				True
POAG	15	48	81077055	82190654	398	0.0		0.0			nonpositive_local_h2	False
POAG	15	49	82193782	84208798	490	0.0		0.0			nonpositive_local_h2	False
POAG	15	50	84218315	85494062	420	0.0		0.999999461946885			nonpositive_local_h2	False
POAG	15	51	85494203	86340525	379	3.93583727130723e-05		0.711333855798193				True
POAG	15	52	86341632	87157514	418	0.0		0.999999341022206			nonpositive_local_h2	False
POAG	15	53	87158605	88032107	421	0.0		0.999999239077987			nonpositive_local_h2	False
POAG	15	54	88035812	89383663	542	0.0		0.0			nonpositive_local_h2	False
POAG	15	55	89385494	90631255	466	0.0		0.999999461946885			nonpositive_local_h2	False
POAG	15	56	90632720	91592893	393	8.3257715150445e-05		0.350086356200225				True
POAG	15	57	91594955	92672853	528	0.0		0.999999068064667			nonpositive_local_h2	False
POAG	15	58	92677444	93706522	614	0.0		0.999999068064667			nonpositive_local_h2	False
POAG	15	59	93709177	94565232	498	0.0		0.99999885861698			nonpositive_local_h2	False
POAG	15	60	94574008	95654541	606	0.0		0.0			nonpositive_local_h2	False
POAG	15	61	95663613	96857621	583	0.0		0.999999239077987			nonpositive_local_h2	False
POAG	15	62	96865270	98023782	435	0.0		0.999999341022206			nonpositive_local_h2	False
POAG	15	63	98025836	98827964	404	0.0		0.0			nonpositive_local_h2	False
POAG	15	64	98830849	99925192	538	0.0		0.999998796876658			nonpositive_local_h2	False
POAG	15	65	99926440	100742087	372	0.0003010952686468		0.160742742902769				True
POAG	15	66	100742786	101547631	409	6.83644027747477e-05		0.634451091392116				True
POAG	15	67	101551714	102400037	462	0.0		0.0			nonpositive_local_h2	False
POAG	16	1	86671	1049075	377	0.0001573207717352		0.291484998730519				True
POAG	16	2	1049431	1994980	399	2.17897552291221e-05		0.828965931800242				True
POAG	16	3	1997614	3378450	409	0.0		0.999999461946885			nonpositive_local_h2	False
POAG	16	4	3398013	4812816	457	0.0		0.999999149263327			nonpositive_local_h2	False
POAG	16	5	4819496	5781347	491	0.0001514090419213		0.382427854971544				True
POAG	16	6	5785307	6441935	495	9.76706941809957e-05		0.0				True
POAG	16	7	6447771	7044788	451	0.0		0.999999068064667			nonpositive_local_h2	False
POAG	16	8	7052774	7704203	605	0.0		0.0			nonpositive_local_h2	False
POAG	16	9	7704363	8340940	424	0.0		0.999999619538993			nonpositive_local_h2	False
POAG	16	10	8341184	9103926	381	0.0		0.0			nonpositive_local_h2	False
POAG	16	11	9106215	9754737	366	0.0		0.999999461946885			nonpositive_local_h2	False
POAG	16	12	9754812	10350560	403	0.0001196022117641		0.32018058062361				True
POAG	16	13	10352295	11011728	280	0.0001160407013515		0.498580235621791				True
POAG	16	14	11023208	11913383	432	0.0		0.0			nonpositive_local_h2	False
POAG	16	15	11919959	12789593	499	0.0001441322843313		0.0				True
POAG	16	16	12793839	13892907	553	0.0002130342114579		0.324687397064076				True
POAG	16	17	13894030	15920502	417	0.0001477997594247		0.322894093760708				True
POAG	16	18	15925211	17342924	467	0.0		0.999999341022206			nonpositive_local_h2	False
POAG	16	19	17344480	19095374	424	4.37349533777583e-05		0.732173181637052				True
POAG	16	20	19109992	20351231	456	0.0001103242057444		0.503195199533025				True
POAG	16	21	20351937	22435811	445	0.0		0.999997102495298			nonpositive_local_h2	False
POAG	16	22	22712979	24014611	524	0.0001310901953393		0.0				True
POAG	16	23	24015066	25211679	485	0.0		0.999999461946885			nonpositive_local_h2	False
POAG	16	24	25236025	26147911	473	0.0		0.0			nonpositive_local_h2	False
POAG	16	25	26154187	27441283	656	0.0		0.0			nonpositive_local_h2	False
POAG	16	26	27444030	29042014	434	2.18854008732598e-05		0.801920833599891				True
POAG	16	27	29043450	31376849	417	7.9808505519599e-05		0.601056214470036				True
POAG	16	28	31386862	31957368	128	0.0		0.0			nonpositive_local_h2	False
POAG	16	29	46539392	49009390	321	4.07756133938298e-05		0.644201227176237				True
POAG	16	30	49011249	50463530	589	0.0		0.0			nonpositive_local_h2	False
POAG	16	31	50469038	52039210	618	0.000728679917303		0.0002432000579194				True
POAG	16	32	52051302	53377045	510	0.0001412385201168		0.375050970591229				True
POAG	16	33	53395441	54860249	708	1.87392098891126e-05		0.918550085489639				True
POAG	16	34	54873802	55907228	561	0.0001265793210655		0.0				True
POAG	16	35	55907811	57118736	543	0.0		0.999999341022206			nonpositive_local_h2	False
POAG	16	36	57128388	58505871	555	0.0002774174744839		0.0787046399327511				True
POAG	16	37	58510319	59884620	517	0.0		0.0			nonpositive_local_h2	False
POAG	16	38	59885737	61092758	427	0.0		0.999997256456665			nonpositive_local_h2	False
POAG	16	39	61094615	62606438	411	0.0		0.0			nonpositive_local_h2	False
POAG	16	40	62610317	64196917	562	8.23546840383114e-05		0.726251653482339				True
POAG	16	41	64207981	65070923	340	0.0003650036044818		0.0035081631316667				True
POAG	16	42	65072539	65881527	363	0.0002482279158444		0.267867983059513				True
POAG	16	43	65884735	66738839	394	0.0		0.999996639859371			nonpositive_local_h2	False
POAG	16	44	66740072	68435204	309	9.75901521665817e-05		0.434790446046058				True
POAG	16	45	68436154	69548788	316	0.0		0.0			nonpositive_local_h2	False
POAG	16	46	69554881	70978362	288	6.54239728312648e-05		0.0				True
POAG	16	47	71070698	72088331	357	0.0		0.0			nonpositive_local_h2	False
POAG	16	48	72089740	73140753	295	0.0		0.0			nonpositive_local_h2	False
POAG	16	49	73142618	74134311	491	0.0001901277165149		0.360119574431888				True
POAG	16	50	74140113	74889084	256	0.0		0.999999730973442			nonpositive_local_h2	False
POAG	16	51	74897248	75521030	204	0.0002062260972795		0.0				True
POAG	16	52	75528511	76629678	453	1.83825499238346e-05		0.890604280757577				True
POAG	16	53	76635963	77268935	296	1.48543155544088e-05		0.878939598128982				True
POAG	16	54	77272582	77738161	382	0.0002918436734267		0.0				True
POAG	16	55	77741580	78280445	424	0.0		0.999999239077987			nonpositive_local_h2	False
POAG	16	56	78280647	78972995	568	0.0		0.999999461946885			nonpositive_local_h2	False
POAG	16	57	78973829	79661912	560	0.0		0.0			nonpositive_local_h2	False
POAG	16	58	79667015	80554948	628	0.0		0.999999619538993			nonpositive_local_h2	False
POAG	16	59	80563695	81437197	497	0.0		0.999999461946885			nonpositive_local_h2	False
POAG	16	60	81438355	82307919	524	0.0		0.999998385840654			nonpositive_local_h2	False
POAG	16	61	82312950	83077536	653	0.0		0.0			nonpositive_local_h2	False
POAG	16	62	83078358	83777938	626	0.0		0.999999239077987			nonpositive_local_h2	False
POAG	16	63	83782302	84440081	511	0.0003861038710576		0.0810811892541429				True
POAG	16	64	84441700	85146585	521	0.0		0.0			nonpositive_local_h2	False
POAG	16	65	85147633	86057221	427	0.0		0.0			nonpositive_local_h2	False
POAG	16	66	86062049	86748256	632	0.0002939837905283		0.289484610337387				True
POAG	16	67	86750547	87668579	442	0.0001467120264272		0.0				True
POAG	16	68	87669407	88381254	274	0.0		0.0			nonpositive_local_h2	False
POAG	16	69	88440878	89094243	251	0.0001269288666024		0.354401420845005				True
POAG	16	70	89110920	90149922	400	1.51472406670513e-05		0.8816474007669				True
POAG	17	1	3587	814529	283	0.0		0.0			nonpositive_local_h2	False
POAG	17	2	816250	1477619	228	0.0003614927777916		0.236384254844913				True
POAG	17	3	1492513	2696336	473	0.0002205124937455		0.026776434121622				True
POAG	17	4	2699322	3429303	347	0.0		0.999999619538993			nonpositive_local_h2	False
POAG	17	5	3430757	4463796	435	7.4539095362445e-05		0.0				True
POAG	17	6	4465502	5571485	422	0.0001689746584464		0.404706905027472				True
POAG	17	7	5576885	6301562	416	1.77935529129159e-05		0.898121528072351				True
POAG	17	8	6305509	7259668	430	0.0		0.0			nonpositive_local_h2	False
POAG	17	9	7269373	8553853	495	0.0		0.999999461946885			nonpositive_local_h2	False
POAG	17	10	8555306	9614556	455	0.0002415533126804		0.328014147230903				True
POAG	17	11	9619933	10571980	536	0.002247594858593		0.0042418043024765				True
POAG	17	12	10574159	11778156	532	0.0		0.999999461946885			nonpositive_local_h2	False
POAG	17	13	11778240	12676332	346	0.0		0.999999461946885			nonpositive_local_h2	False
POAG	17	14	12676507	13644471	497	0.0		0.999999461946885			nonpositive_local_h2	False
POAG	17	15	13649327	14497092	455	0.0		0.999999239077987			nonpositive_local_h2	False
POAG	17	16	14508792	15308683	497	0.0		0.999999149263327			nonpositive_local_h2	False
POAG	17	17	15308844	16404247	284	1.84219702641697e-05		0.746316019279681				True
POAG	17	18	16407478	17326363	248	0.0		0.0			nonpositive_local_h2	False
POAG	17	19	17326605	18900788	464	0.0		0.999999619538993			nonpositive_local_h2	False
POAG	17	20	18905375	20384920	265	0.0003288695005422		0.0575245709113039				True
POAG	17	21	20417975	21425273	185	9.83523643639206e-05		0.561579031231167				True
POAG	17	22	21434560	25872089	255	0.0		0.999999809769497			nonpositive_local_h2	False
POAG	17	23	25872185	27344104	392	0.0		0.0			nonpositive_local_h2	False
POAG	17	24	27344430	29777029	659	0.0002832338504644		0.0110319974564296				True
POAG	17	25	29783244	31318492	458	4.53919682216883e-05		0.0				True
POAG	17	26	31318829	32356013	681	0.0		0.999999461946885			nonpositive_local_h2	False
POAG	17	27	32356968	33613677	656	0.0001359108857971		0.0				True
POAG	17	28	33622774	34436708	304	0.0		0.999999730973442			nonpositive_local_h2	False
POAG	17	29	34815551	36112268	477	0.0		0.0			nonpositive_local_h2	False
POAG	17	30	36122227	37357034	338	8.90665370598087e-05		0.733291278799529				True
POAG	17	31	37363793	38880214	387	0.0		0.0			nonpositive_local_h2	False
POAG	17	32	38880531	40224118	591	0.0001242048229263		0.0				True
POAG	17	33	40239619	42345979	584	0.0		0.0			nonpositive_local_h2	False
POAG	17	34	42348725	43383100	365	0.0002596145692464		0.140834848262298				True
POAG	17	35	43513441	44862613	62	0.0008118964398906		0.0443189572344807				True
POAG	17	36	44868187	45880748	289	0.0017728038977877		0.0184330249815954				True
POAG	17	37	45884372	47514039	628	0.0002422092930934		0.283887153393246				True
POAG	17	38	47520053	48719889	441	0.0		0.999999239077987			nonpositive_local_h2	False
POAG	17	39	48723123	49908261	463	0.0002256638994402		0.197832465653827				True
POAG	17	40	49909329	51105543	462	5.84240834674291e-06		0.955064100175509				True
POAG	17	41	51112697	52099834	329	0.0		0.999999619538993			nonpositive_local_h2	False
POAG	17	42	52103231	53458404	502	0.0		0.999999341022206			nonpositive_local_h2	False
POAG	17	43	53468213	54946194	561	7.54805203662607e-06		0.951151136394992				True
POAG	17	44	54951417	56243860	608	0.0		0.999999068064667			nonpositive_local_h2	False
POAG	17	45	56246317	58592033	600	0.0		0.999999619538993			nonpositive_local_h2	False
POAG	17	46	58828402	60452799	411	0.0004449343284655		0.005453753769332				True
POAG	17	47	60455076	62109123	360	6.05393271642287e-05		0.51263775384905				True
POAG	17	48	62116449	63541497	338	0.0001812318844806		0.295445915853787				True
POAG	17	49	63549261	64438011	355	0.0003785402838336		0.0				True
POAG	17	50	64440066	65580271	510	0.0		0.999999149263327			nonpositive_local_h2	False
POAG	17	51	65587499	66756130	393	0.0		0.0			nonpositive_local_h2	False
POAG	17	52	66760025	68176215	509	0.0001858094394269		0.410676093532465				True
POAG	17	53	68176889	69244731	511	0.0004160083550104		0.0753111042348232				True
POAG	17	54	69245735	70494389	583	0.0		0.0			nonpositive_local_h2	False
POAG	17	55	70499516	71460143	458	0.0		0.999995466283864			nonpositive_local_h2	False
POAG	17	56	71467391	72382917	458	5.94551629839632e-05		0.733918623627314				True
POAG	17	57	72389282	73732522	477	0.0		0.0			nonpositive_local_h2	False
POAG	17	58	73746146	74905595	433	0.0		0.999999619538993			nonpositive_local_h2	False
POAG	17	59	74909099	75615507	363	0.0001174815478912		0.619420334507798				True
POAG	17	60	75621704	76595131	435	0.0		0.999999239077987			nonpositive_local_h2	False
POAG	17	61	76597776	77404094	416	0.0		0.0			nonpositive_local_h2	False
POAG	17	62	77413429	78435577	371	1.56717349365106e-05		0.0				True
POAG	17	63	78440293	79333703	380	0.0		0.0			nonpositive_local_h2	False
POAG	17	64	79338469	80456621	299	5.38655301318389e-05		0.485109751350077				True
POAG	17	65	80464705	81046413	250	0.0		0.999999730973442			nonpositive_local_h2	False
POAG	18	1	69836	847307	421	0.0004464219371179		0.0918112234386811				True
POAG	18	2	849178	1908848	449	0.0		0.0			nonpositive_local_h2	False
POAG	18	3	1986214	2831496	389	0.0		0.999998993394793			nonpositive_local_h2	False
POAG	18	4	2841862	3718160	358	0.0		0.0			nonpositive_local_h2	False
POAG	18	5	3723036	4601573	430	0.0		0.999999341022206			nonpositive_local_h2	False
POAG	18	6	4608852	5572368	379	0.0		0.999999239077987			nonpositive_local_h2	False
POAG	18	7	5577047	6753738	517	0.0		0.0			nonpositive_local_h2	False
POAG	18	8	6758921	7859757	493	0.0		0.999999461946885			nonpositive_local_h2	False
POAG	18	9	7870864	8788498	502	7.34881375097216e-05		0.528124102647208				True
POAG	18	10	8788967	9815099	509	0.0		0.0			nonpositive_local_h2	False
POAG	18	11	9816271	10674815	520	0.0		0.999999068064667			nonpositive_local_h2	False
POAG	18	12	10676435	11871030	522	5.87908296830585e-05		0.0				True
POAG	18	13	11872825	12733705	330	0.0		0.0			nonpositive_local_h2	False
POAG	18	14	12736491	13640802	373	0.0		0.0			nonpositive_local_h2	False
POAG	18	15	13642721	14429096	226	0.0		0.0			nonpositive_local_h2	False
POAG	18	16	14504059	15158341	93	3.28122632199723e-05		0.621838190933665				True
POAG	18	17	18570235	20009691	277	0.0		0.0			nonpositive_local_h2	False
POAG	18	18	20010336	21622632	424	3.30011449099395e-05		0.762757792710704				True
POAG	18	19	21622994	22745505	540	0.0		0.0			nonpositive_local_h2	False
POAG	18	20	22751758	24087236	475	0.0		0.0			nonpositive_local_h2	False
POAG	18	21	24088187	25305246	611	0.0		0.999999341022206			nonpositive_local_h2	False
POAG	18	22	25305464	26855696	575	0.0		0.0			nonpositive_local_h2	False
POAG	18	23	26862410	27819663	298	0.0		0.999999730973442			nonpositive_local_h2	False
POAG	18	24	27827586	28790989	433	1.52943918096705e-06		0.990740369831056				True
POAG	18	25	28795283	30399763	653	1.63168958076424e-05		0.939173069380921				True
POAG	18	26	30463820	32456354	545	0.0		0.999999461946885			nonpositive_local_h2	False
POAG	18	27	32459704	34153170	662	0.0		0.0			nonpositive_local_h2	False
POAG	18	28	34154176	36054349	793	1.3453745334671e-05		0.93015026332623				True
POAG	18	29	36060187	37675866	521	0.0		0.999999398438329			nonpositive_local_h2	False
POAG	18	30	37679216	38492100	420	6.26807016170871e-05		0.344661674312219				True
POAG	18	31	38499957	39410039	290	0.0006270481967527		0.0				True
POAG	18	32	39410982	40470953	348	0.0		0.999999619538993			nonpositive_local_h2	False
POAG	18	33	40472564	41422451	332	2.60171276473293e-05		0.0				True
POAG	18	34	41426379	42974150	600	0.0001482309700663		0.32499400164172				True
POAG	18	35	42974182	44297911	706	1.23751455732894e-05		0.0				True
POAG	18	36	44300281	45718309	562	3.99336732994417e-05		0.682401813774995				True
POAG	18	37	45719662	46554787	429	0.0002968331228079		0.204033630397783				True
POAG	18	38	46559879	47455923	381	0.0001818478493959		0.163724246743197				True
POAG	18	39	47456441	48226917	424	0.0		0.999999461946885			nonpositive_local_h2	False
POAG	18	40	48228968	49789847	546	0.0		0.999998796876658			nonpositive_local_h2	False
POAG	18	41	49795502	50372475	297	0.0		0.999999619538993			nonpositive_local_h2	False
POAG	18	42	50373807	51059163	250	6.46036233649202e-06		0.904051881835873				True
POAG	18	43	51063768	52504498	469	0.0		0.999999398438329			nonpositive_local_h2	False
POAG	18	44	52517906	53762829	466	0.0002364819394055		0.141535528049856				True
POAG	18	45	53763024	54953136	445	0.0001132619648851		0.345004518170913				True
POAG	18	46	54959143	55808797	436	0.0		0.999999619538993			nonpositive_local_h2	False
POAG	18	47	55810733	56831986	529	0.0		0.999999149263327			nonpositive_local_h2	False
POAG	18	48	56832775	57633654	459	0.0		0.999999461946885			nonpositive_local_h2	False
POAG	18	49	57638330	58521035	348	0.0		0.0			nonpositive_local_h2	False
POAG	18	50	58529953	59444681	349	0.0		0.0			nonpositive_local_h2	False
POAG	18	51	59452224	60779878	558	1.444791790778e-05		0.905107890914342				True
POAG	18	52	60781023	62065532	577	0.0		0.0			nonpositive_local_h2	False
POAG	18	53	62075853	63109072	378	0.0		0.0			nonpositive_local_h2	False
POAG	18	54	63110093	64252801	395	2.67524378407317e-05		0.784689275178352				True
POAG	18	55	64253268	65290652	416	0.0		0.999999619538993			nonpositive_local_h2	False
POAG	18	56	65297045	66407942	591	0.0003179036119512		0.114972702813098				True
POAG	18	57	66408427	67195441	283	0.0002170539648071		0.334458483782108				True
POAG	18	58	67196583	68047277	326	0.0		0.999999619538993			nonpositive_local_h2	False
POAG	18	59	68052952	69308022	505	0.0		0.999999461946885			nonpositive_local_h2	False
POAG	18	60	69311999	70538889	543	0.0		0.999999068064667			nonpositive_local_h2	False
POAG	18	61	70546687	71487700	498	0.0		0.999999239077987			nonpositive_local_h2	False
POAG	18	62	71492461	72784717	605	0.0002813813469405		0.158514438390799				True
POAG	18	63	72785291	73565887	388	0.0		0.999999619538993			nonpositive_local_h2	False
POAG	18	64	73574403	74471031	443	0.0		0.0			nonpositive_local_h2	False
POAG	18	65	74475370	75239655	456	0.0		0.999999341022206			nonpositive_local_h2	False
POAG	18	66	75240956	76228700	490	9.30113941324016e-05		0.695552082350538				True
POAG	18	67	76234522	77147472	363	0.0		0.999999149263327			nonpositive_local_h2	False
POAG	18	68	77155184	78015180	318	0.0		0.999999619538993			nonpositive_local_h2	False
POAG	19	1	260912	757412	204	0.0		0.0			nonpositive_local_h2	False
POAG	19	2	764389	1505874	257	0.0003491837360508		0.0				True
POAG	19	3	1516997	2246652	217	0.0001002652284542		0.476334682473956				True
POAG	19	4	2258223	3084944	298	0.0		0.999999149263327			nonpositive_local_h2	False
POAG	19	5	3093163	3890641	275	0.0		0.999999461946885			nonpositive_local_h2	False
POAG	19	6	3893993	4738679	263	0.0		0.0			nonpositive_local_h2	False
POAG	19	7	4742465	5477883	293	0.0		0.999999068064667			nonpositive_local_h2	False
POAG	19	8	5479216	6455414	275	0.0		0.999999461946885			nonpositive_local_h2	False
POAG	19	9	6456062	7244884	337	0.0		0.999999619538993			nonpositive_local_h2	False
POAG	19	10	7262569	8196499	334	0.0		0.999999619538993			nonpositive_local_h2	False
POAG	19	11	8201051	9105106	310	0.0001925650375053		0.344129567748684				True
POAG	19	12	9107432	10026550	283	0.0		0.999999619538993			nonpositive_local_h2	False
POAG	19	13	10050184	11674294	538	0.0		0.999999619538993			nonpositive_local_h2	False
POAG	19	14	11687195	13212128	349	0.0		0.999999730973442			nonpositive_local_h2	False
POAG	19	15	13225729	13960562	249	7.91938332017204e-05		0.530252393240165				True
POAG	19	16	13970625	14887596	268	0.0		0.0			nonpositive_local_h2	False
POAG	19	17	14893513	15649509	305	0.0		0.0			nonpositive_local_h2	False
POAG	19	18	15655168	16077272	325	0.0		0.999999619538993			nonpositive_local_h2	False
POAG	19	19	16084699	17041172	294	0.0		0.999999398438329			nonpositive_local_h2	False
POAG	19	20	17046191	17739330	271	0.0005007074117949		0.0				True
POAG	19	21	17752689	18503019	300	0.0		0.0			nonpositive_local_h2	False
POAG	19	22	18512932	19746151	361	0.0		0.999997608839652			nonpositive_local_h2	False
POAG	19	23	19751456	20481452	184	0.0		0.999999619538993			nonpositive_local_h2	False
POAG	19	24	20490028	21153079	124	1.76488391410736e-05		0.709693178317322				True
POAG	19	25	21158134	21821537	158	0.0		0.999999670511103			nonpositive_local_h2	False
POAG	19	26	21832567	22729318	262	9.20937229703463e-05		0.172654943720516				True
POAG	19	27	22730026	23468966	186	5.80615601241345e-05		0.643986764588218				True
POAG	19	28	23484776	24505637	204	0.0		0.999999809769497			nonpositive_local_h2	False
POAG	19	29	27824088	28552413	170	0.0		0.999999809769497			nonpositive_local_h2	False
POAG	19	30	28556284	29388987	384	0.0		0.999999534032333			nonpositive_local_h2	False
POAG	19	31	29389111	30371748	480	0.0		0.999999239077987			nonpositive_local_h2	False
POAG	19	32	30376718	31760629	448	0.000101419357664		0.490860894016553				True
POAG	19	33	31764851	33025354	438	0.0		0.0			nonpositive_local_h2	False
POAG	19	34	33031719	33780483	297	0.0		0.999999398438329			nonpositive_local_h2	False
POAG	19	35	33789010	34627319	341	0.0		0.99999672715067			nonpositive_local_h2	False
POAG	19	36	34636572	35648365	329	0.0		0.999999461946885			nonpositive_local_h2	False
POAG	19	37	35650593	36621643	385	0.0		0.999999461946885			nonpositive_local_h2	False
