trait	cell_class	official_regulon_or_TF	MG_RSS_rank	MG_RSS	target_genes	gene_set_size	effect	FDR	status	notes
AMD	MG	BACH2_-_-_(59r)	265	0.32581021	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	BACH2_-_-_(59r)	265	0.32581021	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	BACH2_-_-_(59r)	265	0.32581021	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	BACH2_extended_-_-_(59r)	266	0.32581021	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	BACH2_extended_-_-_(59r)	266	0.32581021	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	BACH2_extended_-_-_(59r)	266	0.32581021	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	BNC2_-_-_(70r)	267	0.32563238	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	BNC2_-_-_(70r)	267	0.32563238	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	BNC2_-_-_(70r)	267	0.32563238	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	PURA_+_-_(851r)	268	0.32442854	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	PURA_+_-_(851r)	268	0.32442854	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	PURA_+_-_(851r)	268	0.32442854	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	TFEC_extended_+_-_(11r)	269	0.32422727	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	TFEC_extended_+_-_(11r)	269	0.32422727	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	TFEC_extended_+_-_(11r)	269	0.32422727	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	TFEC_+_-_(11r)	270	0.32422727	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	TFEC_+_-_(11r)	270	0.32422727	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	TFEC_+_-_(11r)	270	0.32422727	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	POU6F2_+_+_(816r)	271	0.32238001	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	POU6F2_+_+_(816r)	271	0.32238001	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	POU6F2_+_+_(816r)	271	0.32238001	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	FOXM1_extended_+_+_(28r)	272	0.32167673	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	FOXM1_extended_+_+_(28r)	272	0.32167673	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	FOXM1_extended_+_+_(28r)	272	0.32167673	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	MEIS1_-_+_(69r)	273	0.31795475	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	MEIS1_-_+_(69r)	273	0.31795475	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	MEIS1_-_+_(69r)	273	0.31795475	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ZNF701_+_+_(28r)	274	0.31612573	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ZNF701_+_+_(28r)	274	0.31612573	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ZNF701_+_+_(28r)	274	0.31612573	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ZNF701_extended_+_+_(28r)	275	0.31612573	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ZNF701_extended_+_+_(28r)	275	0.31612573	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ZNF701_extended_+_+_(28r)	275	0.31612573	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	FLI1_extended_-_-_(83r)	276	0.31319252	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	FLI1_extended_-_-_(83r)	276	0.31319252	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	FLI1_extended_-_-_(83r)	276	0.31319252	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	FLI1_-_-_(83r)	277	0.31319252	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	FLI1_-_-_(83r)	277	0.31319252	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	FLI1_-_-_(83r)	277	0.31319252	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	CEBPA_+_-_(34r)	278	0.31238136	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	CEBPA_+_-_(34r)	278	0.31238136	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	CEBPA_+_-_(34r)	278	0.31238136	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	CEBPA_extended_+_-_(34r)	279	0.31238136	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	CEBPA_extended_+_-_(34r)	279	0.31238136	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	CEBPA_extended_+_-_(34r)	279	0.31238136	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	MAZ_extended_-_-_(32r)	280	0.31139652	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	MAZ_extended_-_-_(32r)	280	0.31139652	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	MAZ_extended_-_-_(32r)	280	0.31139652	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	MAZ_-_-_(32r)	281	0.31139652	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	MAZ_-_-_(32r)	281	0.31139652	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	MAZ_-_-_(32r)	281	0.31139652	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	POU2AF1_+_-_(11r)	282	0.31135288	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	POU2AF1_+_-_(11r)	282	0.31135288	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	POU2AF1_+_-_(11r)	282	0.31135288	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	POU2AF1_extended_+_-_(11r)	283	0.31135288	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	POU2AF1_extended_+_-_(11r)	283	0.31135288	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	POU2AF1_extended_+_-_(11r)	283	0.31135288	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	SALL1_extended_+_+_(18r)	284	0.31049953	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	SALL1_extended_+_+_(18r)	284	0.31049953	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	SALL1_extended_+_+_(18r)	284	0.31049953	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	SALL1_+_+_(18r)	285	0.31049953	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	SALL1_+_+_(18r)	285	0.31049953	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	SALL1_+_+_(18r)	285	0.31049953	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	FOXM1_+_+_(26r)	286	0.3097886	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	FOXM1_+_+_(26r)	286	0.3097886	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	FOXM1_+_+_(26r)	286	0.3097886	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	HIF1A_extended_+_+_(132r)	287	0.30978504	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	HIF1A_extended_+_+_(132r)	287	0.30978504	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	HIF1A_extended_+_+_(132r)	287	0.30978504	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	HIF1A_+_+_(132r)	288	0.30978504	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	HIF1A_+_+_(132r)	288	0.30978504	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	HIF1A_+_+_(132r)	288	0.30978504	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	MEIS2_extended_-_+_(178r)	289	0.30945071	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	MEIS2_extended_-_+_(178r)	289	0.30945071	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	MEIS2_extended_-_+_(178r)	289	0.30945071	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ZNF441_-_+_(42r)	290	0.30785248	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ZNF441_-_+_(42r)	290	0.30785248	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ZNF441_-_+_(42r)	290	0.30785248	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ZNF441_extended_-_+_(42r)	291	0.30785248	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ZNF441_extended_-_+_(42r)	291	0.30785248	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ZNF441_extended_-_+_(42r)	291	0.30785248	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	NR2F1_extended_-_-_(26r)	292	0.30551344	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	NR2F1_extended_-_-_(26r)	292	0.30551344	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	NR2F1_extended_-_-_(26r)	292	0.30551344	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	NR2F1_-_-_(26r)	293	0.30551344	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	NR2F1_-_-_(26r)	293	0.30551344	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	NR2F1_-_-_(26r)	293	0.30551344	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ETS2_extended_-_-_(821r)	294	0.30426307	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ETS2_extended_-_-_(821r)	294	0.30426307	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ETS2_extended_-_-_(821r)	294	0.30426307	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ETS2_-_-_(821r)	295	0.30426307	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ETS2_-_-_(821r)	295	0.30426307	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ETS2_-_-_(821r)	295	0.30426307	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	BNC2_+_+_(198r)	296	0.30401351	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	BNC2_+_+_(198r)	296	0.30401351	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	BNC2_+_+_(198r)	296	0.30401351	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	POU6F2_extended_+_+_(1164r)	297	0.30391923	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	POU6F2_extended_+_+_(1164r)	297	0.30391923	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	POU6F2_extended_+_+_(1164r)	297	0.30391923	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	PLAGL1_+_+_(134r)	298	0.30280721	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	PLAGL1_+_+_(134r)	298	0.30280721	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	PLAGL1_+_+_(134r)	298	0.30280721	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	RXRG_-_+_(20r)	299	0.30238739	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	RXRG_-_+_(20r)	299	0.30238739	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	RXRG_-_+_(20r)	299	0.30238739	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ZNF385D_+_+_(251r)	300	0.30220729	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ZNF385D_+_+_(251r)	300	0.30220729	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ZNF385D_+_+_(251r)	300	0.30220729	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ZNF385D_extended_+_+_(251r)	301	0.30220729	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ZNF385D_extended_+_+_(251r)	301	0.30220729	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ZNF385D_extended_+_+_(251r)	301	0.30220729	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	FOXJ2_+_+_(11r)	302	0.30109863	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	FOXJ2_+_+_(11r)	302	0.30109863	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	FOXJ2_+_+_(11r)	302	0.30109863	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	FOXJ2_extended_+_+_(11r)	303	0.30109863	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	FOXJ2_extended_+_+_(11r)	303	0.30109863	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	FOXJ2_extended_+_+_(11r)	303	0.30109863	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ZNF485_+_+_(15r)	304	0.30102378	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ZNF485_+_+_(15r)	304	0.30102378	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ZNF485_+_+_(15r)	304	0.30102378	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	KLF15_+_-_(30r)	305	0.30059033	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	KLF15_+_-_(30r)	305	0.30059033	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	KLF15_+_-_(30r)	305	0.30059033	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	KLF15_extended_+_-_(30r)	306	0.30059033	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	KLF15_extended_+_-_(30r)	306	0.30059033	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
